# file created by code in security_q.jl
# file created on 2024-08-15 at 12:29:22
# parameter: seed = 1
# parameter: T = 10000.0
# parameter: n_queues = 2
# parameter: mean_interarrival = 5.2
# parameter: mean_server_time = 10.0
# parameter: time_units = minutes
time,event_id,event_type,timing,length_event_list,length_queue1,in_service1,length_queue2,in_service2
    2214.758,  1258,Finish(1),before,   2,  16,   1,  15,   1
    2214.758,  1258,Finish(1), after,   3,  15,   1,  15,   1
    2216.863,  1264,Finish(2),before,   2,  15,   1,  15,   1
    2216.863,  1264,Finish(2), after,   3,  15,   1,  14,   1
    2216.879,  1268,Finish(1),before,   2,  15,   1,  14,   1
    2216.879,  1268,Finish(1), after,   3,  14,   1,  14,   1
    2217.845,  1266,  Arrival,before,   2,  14,   1,  14,   1
    2217.845,  1266,  Arrival, after,   3,  15,   1,  14,   1
    2219.477,  1272,Finish(1),before,   2,  15,   1,  14,   1
    2219.477,  1272,Finish(1), after,   3,  14,   1,  14,   1
    2220.091,  1270,Finish(2),before,   2,  14,   1,  14,   1
    2220.091,  1270,Finish(2), after,   3,  14,   1,  13,   1
    2221.420,  1273,  Arrival,before,   2,  14,   1,  13,   1
    2221.420,  1273,  Arrival, after,   3,  14,   1,  14,   1
    2223.057,  1277,Finish(2),before,   2,  14,   1,  14,   1
    2223.057,  1277,Finish(2), after,   3,  14,   1,  13,   1
    2225.379,  1275,Finish(1),before,   2,  14,   1,  13,   1
    2225.379,  1275,Finish(1), after,   3,  13,   1,  13,   1
    2235.364,  1278,  Arrival,before,   2,  13,   1,  13,   1
    2235.364,  1278,  Arrival, after,   3,  14,   1,  13,   1
    2241.294,  1282,Finish(1),before,   2,  14,   1,  13,   1
    2241.294,  1282,Finish(1), after,   3,  13,   1,  13,   1
    2241.656,  1283,  Arrival,before,   2,  13,   1,  13,   1
    2241.656,  1283,  Arrival, after,   3,  14,   1,  13,   1
    2246.213,  1286,  Arrival,before,   2,  14,   1,  13,   1
    2246.213,  1286,  Arrival, after,   3,  14,   1,  14,   1
    2247.049,  1280,Finish(2),before,   2,  14,   1,  14,   1
    2247.049,  1280,Finish(2), after,   3,  14,   1,  13,   1
    2247.931,  1285,Finish(1),before,   2,  14,   1,  13,   1
    2247.931,  1285,Finish(1), after,   3,  13,   1,  13,   1
    2248.164,  1287,  Arrival,before,   2,  13,   1,  13,   1
    2248.164,  1287,  Arrival, after,   3,  14,   1,  13,   1
    2249.972,  1291,Finish(1),before,   2,  14,   1,  13,   1
    2249.972,  1291,Finish(1), after,   3,  13,   1,  13,   1
    2251.010,  1292,  Arrival,before,   2,  13,   1,  13,   1
    2251.010,  1292,  Arrival, after,   3,  14,   1,  13,   1
    2251.635,  1295,  Arrival,before,   2,  14,   1,  13,   1
    2251.635,  1295,  Arrival, after,   3,  14,   1,  14,   1
    2251.994,  1296,  Arrival,before,   2,  14,   1,  14,   1
    2251.994,  1296,  Arrival, after,   3,  15,   1,  14,   1
    2253.849,  1297,  Arrival,before,   2,  15,   1,  14,   1
    2253.849,  1297,  Arrival, after,   3,  15,   1,  15,   1
    2254.031,  1298,  Arrival,before,   2,  15,   1,  15,   1
    2254.031,  1298,  Arrival, after,   3,  16,   1,  15,   1
    2257.297,  1299,  Arrival,before,   2,  16,   1,  15,   1
    2257.297,  1299,  Arrival, after,   3,  16,   1,  16,   1
    2257.311,  1300,  Arrival,before,   2,  16,   1,  16,   1
    2257.311,  1300,  Arrival, after,   3,  17,   1,  16,   1
    2260.703,  1301,  Arrival,before,   2,  17,   1,  16,   1
    2260.703,  1301,  Arrival, after,   3,  17,   1,  17,   1
    2263.080,  1294,Finish(1),before,   2,  17,   1,  17,   1
    2263.080,  1294,Finish(1), after,   3,  16,   1,  17,   1
    2268.448,  1304,Finish(1),before,   2,  16,   1,  17,   1
    2268.448,  1304,Finish(1), after,   3,  15,   1,  17,   1
    2268.520,  1302,  Arrival,before,   2,  15,   1,  17,   1
    2268.520,  1302,  Arrival, after,   3,  16,   1,  17,   1
    2277.227,  1307,  Arrival,before,   2,  16,   1,  17,   1
    2277.227,  1307,  Arrival, after,   3,  17,   1,  17,   1
    2277.261,  1306,Finish(1),before,   2,  17,   1,  17,   1
    2277.261,  1306,Finish(1), after,   3,  16,   1,  17,   1
    2283.205,  1289,Finish(2),before,   2,  16,   1,  17,   1
    2283.205,  1289,Finish(2), after,   3,  16,   1,  16,   1
    2291.839,  1312,Finish(2),before,   2,  16,   1,  16,   1
    2291.839,  1312,Finish(2), after,   3,  16,   1,  15,   1
    2293.406,  1310,Finish(1),before,   2,  16,   1,  15,   1
    2293.406,  1310,Finish(1), after,   3,  15,   1,  15,   1
    2294.000,  1316,Finish(1),before,   2,  15,   1,  15,   1
    2294.000,  1316,Finish(1), after,   3,  14,   1,  15,   1
    2296.700,  1308,  Arrival,before,   2,  14,   1,  15,   1
    2296.700,  1308,  Arrival, after,   3,  15,   1,  15,   1
    2298.245,  1319,  Arrival,before,   2,  15,   1,  15,   1
    2298.245,  1319,  Arrival, after,   3,  16,   1,  15,   1
    2300.656,  1318,Finish(1),before,   2,  16,   1,  15,   1
    2300.656,  1318,Finish(1), after,   3,  15,   1,  15,   1
    2303.394,  1322,Finish(1),before,   2,  15,   1,  15,   1
    2303.394,  1322,Finish(1), after,   3,  14,   1,  15,   1
    2306.446,  1314,Finish(2),before,   2,  14,   1,  15,   1
    2306.446,  1314,Finish(2), after,   3,  14,   1,  14,   1
    2318.443,  1320,  Arrival,before,   2,  14,   1,  14,   1
    2318.443,  1320,  Arrival, after,   3,  15,   1,  14,   1
    2320.743,  1326,Finish(2),before,   2,  15,   1,  14,   1
    2320.743,  1326,Finish(2), after,   3,  15,   1,  13,   1
    2330.985,  1324,Finish(1),before,   2,  15,   1,  13,   1
    2330.985,  1324,Finish(1), after,   3,  14,   1,  13,   1
    2336.533,  1327,  Arrival,before,   2,  14,   1,  13,   1
    2336.533,  1327,  Arrival, after,   3,  14,   1,  14,   1
    2339.314,  1332,  Arrival,before,   2,  14,   1,  14,   1
    2339.314,  1332,  Arrival, after,   3,  15,   1,  14,   1
    2341.630,  1333,  Arrival,before,   2,  15,   1,  14,   1
    2341.630,  1333,  Arrival, after,   3,  15,   1,  15,   1
    2341.713,  1331,Finish(1),before,   2,  15,   1,  15,   1
    2341.713,  1331,Finish(1), after,   3,  14,   1,  15,   1
    2341.815,  1334,  Arrival,before,   2,  14,   1,  15,   1
    2341.815,  1334,  Arrival, after,   3,  15,   1,  15,   1
    2345.554,  1336,Finish(1),before,   2,  15,   1,  15,   1
    2345.554,  1336,Finish(1), after,   3,  14,   1,  15,   1
    2346.035,  1329,Finish(2),before,   2,  14,   1,  15,   1
    2346.035,  1329,Finish(2), after,   3,  14,   1,  14,   1
    2350.111,  1337,  Arrival,before,   2,  14,   1,  14,   1
    2350.111,  1337,  Arrival, after,   3,  15,   1,  14,   1
    2353.364,  1342,  Arrival,before,   2,  15,   1,  14,   1
    2353.364,  1342,  Arrival, after,   3,  15,   1,  15,   1
    2357.415,  1339,Finish(1),before,   2,  15,   1,  15,   1
    2357.415,  1339,Finish(1), after,   3,  14,   1,  15,   1
    2358.041,  1343,  Arrival,before,   2,  14,   1,  15,   1
    2358.041,  1343,  Arrival, after,   3,  15,   1,  15,   1
    2361.556,  1346,  Arrival,before,   2,  15,   1,  15,   1
    2361.556,  1346,  Arrival, after,   3,  16,   1,  15,   1
    2362.156,  1341,Finish(2),before,   2,  16,   1,  15,   1
    2362.156,  1341,Finish(2), after,   3,  16,   1,  14,   1
    2371.265,  1349,Finish(2),before,   2,  16,   1,  14,   1
    2371.265,  1349,Finish(2), after,   3,  16,   1,  13,   1
    2371.765,  1351,Finish(2),before,   2,  16,   1,  13,   1
    2371.765,  1351,Finish(2), after,   3,  16,   1,  12,   1
    2372.926,  1345,Finish(1),before,   2,  16,   1,  12,   1
    2372.926,  1345,Finish(1), after,   3,  15,   1,  12,   1
    2375.158,  1353,Finish(2),before,   2,  15,   1,  12,   1
    2375.158,  1353,Finish(2), after,   3,  15,   1,  11,   1
    2376.358,  1355,Finish(1),before,   2,  15,   1,  11,   1
    2376.358,  1355,Finish(1), after,   3,  14,   1,  11,   1
    2378.032,  1347,  Arrival,before,   2,  14,   1,  11,   1
    2378.032,  1347,  Arrival, after,   3,  14,   1,  12,   1
    2378.824,  1360,  Arrival,before,   2,  14,   1,  12,   1
    2378.824,  1360,  Arrival, after,   3,  14,   1,  13,   1
    2379.173,  1359,Finish(1),before,   2,  14,   1,  13,   1
    2379.173,  1359,Finish(1), after,   3,  13,   1,  13,   1
    2381.183,  1357,Finish(2),before,   2,  13,   1,  13,   1
    2381.183,  1357,Finish(2), after,   3,  13,   1,  12,   1
    2386.740,  1361,  Arrival,before,   2,  13,   1,  12,   1
    2386.740,  1361,  Arrival, after,   3,  13,   1,  13,   1
    2388.161,  1365,Finish(2),before,   2,  13,   1,  13,   1
    2388.161,  1365,Finish(2), after,   3,  13,   1,  12,   1
    2391.436,  1366,  Arrival,before,   2,  13,   1,  12,   1
    2391.436,  1366,  Arrival, after,   3,  13,   1,  13,   1
    2391.847,  1368,Finish(2),before,   2,  13,   1,  13,   1
    2391.847,  1368,Finish(2), after,   3,  13,   1,  12,   1
    2396.132,  1369,  Arrival,before,   2,  13,   1,  12,   1
    2396.132,  1369,  Arrival, after,   3,  13,   1,  13,   1
    2396.856,  1363,Finish(1),before,   2,  13,   1,  13,   1
    2396.856,  1363,Finish(1), after,   3,  12,   1,  13,   1
    2400.135,  1372,  Arrival,before,   2,  12,   1,  13,   1
    2400.135,  1372,  Arrival, after,   3,  13,   1,  13,   1
    2401.173,  1375,  Arrival,before,   2,  13,   1,  13,   1
    2401.173,  1375,  Arrival, after,   3,  14,   1,  13,   1
    2402.660,  1376,  Arrival,before,   2,  14,   1,  13,   1
    2402.660,  1376,  Arrival, after,   3,  14,   1,  14,   1
    2406.641,  1377,  Arrival,before,   2,  14,   1,  14,   1
    2406.641,  1377,  Arrival, after,   3,  15,   1,  14,   1
    2413.249,  1371,Finish(2),before,   2,  15,   1,  14,   1
    2413.249,  1371,Finish(2), after,   3,  15,   1,  13,   1
    2417.581,  1380,Finish(2),before,   2,  15,   1,  13,   1
    2417.581,  1380,Finish(2), after,   3,  15,   1,  12,   1
    2421.063,  1378,  Arrival,before,   2,  15,   1,  12,   1
    2421.063,  1378,  Arrival, after,   3,  15,   1,  13,   1
    2422.408,  1383,  Arrival,before,   2,  15,   1,  13,   1
    2422.408,  1383,  Arrival, after,   3,  15,   1,  14,   1
    2425.403,  1384,  Arrival,before,   2,  15,   1,  14,   1
    2425.403,  1384,  Arrival, after,   3,  15,   1,  15,   1
    2426.185,  1374,Finish(1),before,   2,  15,   1,  15,   1
    2426.185,  1374,Finish(1), after,   3,  14,   1,  15,   1
    2426.794,  1387,Finish(1),before,   2,  14,   1,  15,   1
    2426.794,  1387,Finish(1), after,   3,  13,   1,  15,   1
    2431.069,  1382,Finish(2),before,   2,  13,   1,  15,   1
    2431.069,  1382,Finish(2), after,   3,  13,   1,  14,   1
    2431.577,  1391,Finish(2),before,   2,  13,   1,  14,   1
    2431.577,  1391,Finish(2), after,   3,  13,   1,  13,   1
    2432.901,  1389,Finish(1),before,   2,  13,   1,  13,   1
    2432.901,  1389,Finish(1), after,   3,  12,   1,  13,   1
    2432.920,  1385,  Arrival,before,   2,  12,   1,  13,   1
    2432.920,  1385,  Arrival, after,   3,  13,   1,  13,   1
    2435.926,  1395,Finish(1),before,   2,  13,   1,  13,   1
    2435.926,  1395,Finish(1), after,   3,  12,   1,  13,   1
    2439.139,  1398,Finish(1),before,   2,  12,   1,  13,   1
    2439.139,  1398,Finish(1), after,   3,  11,   1,  13,   1
    2442.676,  1396,  Arrival,before,   2,  11,   1,  13,   1
    2442.676,  1396,  Arrival, after,   3,  12,   1,  13,   1
    2450.823,  1400,Finish(1),before,   2,  12,   1,  13,   1
    2450.823,  1400,Finish(1), after,   3,  11,   1,  13,   1
    2451.559,  1401,  Arrival,before,   2,  11,   1,  13,   1
    2451.559,  1401,  Arrival, after,   3,  12,   1,  13,   1
    2453.603,  1404,  Arrival,before,   2,  12,   1,  13,   1
    2453.603,  1404,  Arrival, after,   3,  13,   1,  13,   1
    2455.028,  1403,Finish(1),before,   2,  13,   1,  13,   1
    2455.028,  1403,Finish(1), after,   3,  12,   1,  13,   1
    2464.384,  1393,Finish(2),before,   2,  12,   1,  13,   1
    2464.384,  1393,Finish(2), after,   3,  12,   1,  12,   1
    2467.442,  1405,  Arrival,before,   2,  12,   1,  12,   1
    2467.442,  1405,  Arrival, after,   3,  13,   1,  12,   1
    2468.072,  1410,  Arrival,before,   2,  13,   1,  12,   1
    2468.072,  1410,  Arrival, after,   3,  13,   1,  13,   1
    2469.242,  1407,Finish(1),before,   2,  13,   1,  13,   1
    2469.242,  1407,Finish(1), after,   3,  12,   1,  13,   1
    2469.776,  1413,Finish(1),before,   2,  12,   1,  13,   1
    2469.776,  1413,Finish(1), after,   3,  11,   1,  13,   1
    2470.098,  1409,Finish(2),before,   2,  11,   1,  13,   1
    2470.098,  1409,Finish(2), after,   3,  11,   1,  12,   1
    2477.433,  1411,  Arrival,before,   2,  11,   1,  12,   1
    2477.433,  1411,  Arrival, after,   3,  12,   1,  12,   1
    2477.615,  1418,  Arrival,before,   2,  12,   1,  12,   1
    2477.615,  1418,  Arrival, after,   3,  13,   1,  12,   1
    2477.911,  1415,Finish(1),before,   2,  13,   1,  12,   1
    2477.911,  1415,Finish(1), after,   3,  12,   1,  12,   1
    2483.384,  1419,  Arrival,before,   2,  12,   1,  12,   1
    2483.384,  1419,  Arrival, after,   3,  13,   1,  12,   1
    2484.378,  1422,  Arrival,before,   2,  13,   1,  12,   1
    2484.378,  1422,  Arrival, after,   3,  13,   1,  13,   1
    2484.912,  1421,Finish(1),before,   2,  13,   1,  13,   1
    2484.912,  1421,Finish(1), after,   3,  12,   1,  13,   1
    2486.824,  1423,  Arrival,before,   2,  12,   1,  13,   1
    2486.824,  1423,  Arrival, after,   3,  13,   1,  13,   1
    2488.993,  1426,  Arrival,before,   2,  13,   1,  13,   1
    2488.993,  1426,  Arrival, after,   3,  14,   1,  13,   1
    2492.105,  1427,  Arrival,before,   2,  14,   1,  13,   1
    2492.105,  1427,  Arrival, after,   3,  14,   1,  14,   1
    2499.581,  1428,  Arrival,before,   2,  14,   1,  14,   1
    2499.581,  1428,  Arrival, after,   3,  15,   1,  14,   1
    2505.653,  1417,Finish(2),before,   2,  15,   1,  14,   1
    2505.653,  1417,Finish(2), after,   3,  15,   1,  13,   1
    2505.743,  1425,Finish(1),before,   2,  15,   1,  13,   1
    2505.743,  1425,Finish(1), after,   3,  14,   1,  13,   1
    2506.965,  1429,  Arrival,before,   2,  14,   1,  13,   1
    2506.965,  1429,  Arrival, after,   3,  14,   1,  14,   1
    2507.537,  1433,Finish(1),before,   2,  14,   1,  14,   1
    2507.537,  1433,Finish(1), after,   3,  13,   1,  14,   1
    2509.398,  1431,Finish(2),before,   2,  13,   1,  14,   1
    2509.398,  1431,Finish(2), after,   3,  13,   1,  13,   1
    2509.940,  1434,  Arrival,before,   2,  13,   1,  13,   1
    2509.940,  1434,  Arrival, after,   3,  14,   1,  13,   1
    2514.823,  1438,Finish(2),before,   2,  14,   1,  13,   1
    2514.823,  1438,Finish(2), after,   3,  14,   1,  12,   1
    2519.752,  1436,Finish(1),before,   2,  14,   1,  12,   1
    2519.752,  1436,Finish(1), after,   3,  13,   1,  12,   1
    2519.853,  1443,Finish(1),before,   2,  13,   1,  12,   1
    2519.853,  1443,Finish(1), after,   3,  12,   1,  12,   1
    2521.860,  1445,Finish(1),before,   2,  12,   1,  12,   1
    2521.860,  1445,Finish(1), after,   3,  11,   1,  12,   1
    2523.982,  1439,  Arrival,before,   2,  11,   1,  12,   1
    2523.982,  1439,  Arrival, after,   3,  12,   1,  12,   1
    2526.625,  1447,Finish(1),before,   2,  12,   1,  12,   1
    2526.625,  1447,Finish(1), after,   3,  11,   1,  12,   1
    2527.040,  1448,  Arrival,before,   2,  11,   1,  12,   1
    2527.040,  1448,  Arrival, after,   3,  12,   1,  12,   1
    2536.249,  1450,Finish(1),before,   2,  12,   1,  12,   1
    2536.249,  1450,Finish(1), after,   3,  11,   1,  12,   1
    2539.284,  1441,Finish(2),before,   2,  11,   1,  12,   1
    2539.284,  1441,Finish(2), after,   3,  11,   1,  11,   1
    2541.158,  1453,Finish(1),before,   2,  11,   1,  11,   1
    2541.158,  1453,Finish(1), after,   3,  10,   1,  11,   1
    2542.278,  1451,  Arrival,before,   2,  10,   1,  11,   1
    2542.278,  1451,  Arrival, after,   3,  11,   1,  11,   1
    2549.803,  1457,Finish(1),before,   2,  11,   1,  11,   1
    2549.803,  1457,Finish(1), after,   3,  10,   1,  11,   1
    2553.582,  1458,  Arrival,before,   2,  10,   1,  11,   1
    2553.582,  1458,  Arrival, after,   3,  11,   1,  11,   1
    2553.728,  1461,  Arrival,before,   2,  11,   1,  11,   1
    2553.728,  1461,  Arrival, after,   3,  12,   1,  11,   1
    2558.089,  1455,Finish(2),before,   2,  12,   1,  11,   1
    2558.089,  1455,Finish(2), after,   3,  12,   1,  10,   1
    2559.828,  1464,Finish(2),before,   2,  12,   1,  10,   1
    2559.828,  1464,Finish(2), after,   3,  12,   1,   9,   1
    2560.588,  1462,  Arrival,before,   2,  12,   1,   9,   1
    2560.588,  1462,  Arrival, after,   3,  12,   1,  10,   1
    2561.408,  1467,  Arrival,before,   2,  12,   1,  10,   1
    2561.408,  1467,  Arrival, after,   3,  12,   1,  11,   1
    2565.053,  1468,  Arrival,before,   2,  12,   1,  11,   1
    2565.053,  1468,  Arrival, after,   3,  12,   1,  12,   1
    2566.447,  1469,  Arrival,before,   2,  12,   1,  12,   1
    2566.447,  1469,  Arrival, after,   3,  13,   1,  12,   1
    2568.626,  1470,  Arrival,before,   2,  13,   1,  12,   1
    2568.626,  1470,  Arrival, after,   3,  13,   1,  13,   1
    2570.691,  1466,Finish(2),before,   2,  13,   1,  13,   1
    2570.691,  1466,Finish(2), after,   3,  13,   1,  12,   1
    2573.985,  1471,  Arrival,before,   2,  13,   1,  12,   1
    2573.985,  1471,  Arrival, after,   3,  13,   1,  13,   1
    2574.421,  1460,Finish(1),before,   2,  13,   1,  13,   1
    2574.421,  1460,Finish(1), after,   3,  12,   1,  13,   1
    2574.833,  1473,Finish(2),before,   2,  12,   1,  13,   1
    2574.833,  1473,Finish(2), after,   3,  12,   1,  12,   1
    2578.255,  1474,  Arrival,before,   2,  12,   1,  12,   1
    2578.255,  1474,  Arrival, after,   3,  13,   1,  12,   1
    2580.416,  1479,  Arrival,before,   2,  13,   1,  12,   1
    2580.416,  1479,  Arrival, after,   3,  13,   1,  13,   1
    2586.242,  1478,Finish(2),before,   2,  13,   1,  13,   1
    2586.242,  1478,Finish(2), after,   3,  13,   1,  12,   1
    2588.775,  1480,  Arrival,before,   2,  13,   1,  12,   1
    2588.775,  1480,  Arrival, after,   3,  13,   1,  13,   1
    2589.108,  1483,  Arrival,before,   2,  13,   1,  13,   1
    2589.108,  1483,  Arrival, after,   3,  14,   1,  13,   1
    2589.347,  1484,  Arrival,before,   2,  14,   1,  13,   1
    2589.347,  1484,  Arrival, after,   3,  14,   1,  14,   1
    2590.135,  1485,  Arrival,before,   2,  14,   1,  14,   1
    2590.135,  1485,  Arrival, after,   3,  15,   1,  14,   1
    2593.448,  1486,  Arrival,before,   2,  15,   1,  14,   1
    2593.448,  1486,  Arrival, after,   3,  15,   1,  15,   1
    2595.335,  1476,Finish(1),before,   2,  15,   1,  15,   1
    2595.335,  1476,Finish(1), after,   3,  14,   1,  15,   1
    2596.932,  1482,Finish(2),before,   2,  14,   1,  15,   1
    2596.932,  1482,Finish(2), after,   3,  14,   1,  14,   1
    2602.266,  1491,Finish(2),before,   2,  14,   1,  14,   1
    2602.266,  1491,Finish(2), after,   3,  14,   1,  13,   1
    2602.980,  1487,  Arrival,before,   2,  14,   1,  13,   1
    2602.980,  1487,  Arrival, after,   3,  14,   1,  14,   1
    2603.174,  1489,Finish(1),before,   2,  14,   1,  14,   1
    2603.174,  1489,Finish(1), after,   3,  13,   1,  14,   1
    2608.878,  1493,Finish(2),before,   2,  13,   1,  14,   1
